veh id,manufacturer,nameplate,model,CVCM class,EPA class,fleet type,fuel type,footprint,baseline price,baseline mpg,baseline sales,predicted mpg,incremental price,,,,,,,,,,,,,,,,,
334,Mazda,Mazda,Generic Mini Car,7,SUBCOMPACT CARS,C,G,40.80169774,25758,36.33965625,1,36.34,-504.575755,,,,,,,,,,,,,,,,,
335,Mazda,Mazda,Mazda 3,8,COMPACT CARS,C,G,43.26446153,17292,33.39566555,120960,34.63,1996.683794,,,,,,,,,,,,,,,,,
336,Mazda,Mazda,Mazda 5,15,MINIVAN,T,G,45.3,21377,30.67961688,16389,30.70,107.84,,,,,,,,,,,,,,,,,
337,Mazda,Mazda,Mazda 6,9,MIDSIZE CARS,C,G,47.89993955,23398,30.69801015,44114,31.39,-1875.113566,,,,,,,,,,,,,,,,,
338,Mazda,Mazda,Mazda RX-8,2,SUBCOMPACT CARS,C,G,43.66649358,30430,24.02765427,2106,24.03,1680.26735,,,,,,,,,,,,,,,,,
339,Mazda,Mazda,Mazdaspeed 3,9,MIDSIZE CARS,C,G,43.26446153,24268,26.6164,8101,26.96,-927.84,,,,,,,,,,,,,,,,,
340,Mazda,Mazda,MX-5,6,TWO SEATERS,C,G,39.46121459,25504,30.00217638,16044,31.01,-203.6779506,,,,,,,,,,,,,,,,,
341,Mazda,Mazda,Tribute 4WD,14,SUV,T,G,43.5,25044,26.54268871,5646,28.55,1348.668289,,,,,,,,,,,,,,,,,
342,Mazda,Mazda,Tribute FWD,14,SUV,C,G,43.5,23142,28.47947087,17765,30.73,667.4538755,,,,,,,,,,,,,,,,,
343,Mazda,Mazda,Tribute Hybrid 2WD,14,SUV,C,G,43.5,28596,43.4087,367,44.14,579.3,,,,,,,,,,,,,,,,,
344,Mazda,Mazda,Tribute Hybrid 4WD,14,SUV,T,G,43.5,30381,38.0277,56,39.27,544.3,,,,,,,,,,,,,,,,,
345,Daimler,Mercedes-Benz,C300,3,COMPACT CARS,C,G,45.8578125,33941,26.60352388,40905,26.19,-340.5,,,,,,,,,,,,,,,,,
346,Daimler,Mercedes-Benz,C300 4MATIC,3,COMPACT CARS,C,G,45.8578125,36511,26.0593,22578,25.66,589.1,,,,,,,,,,,,,,,,,
347,Daimler,Mercedes-Benz,C350,3,COMPACT CARS,C,G,43.66649358,38480,25.6784,14829,25.62,1270.5,,,,,,,,,,,,,,,,,
348,Daimler,Mercedes-Benz,C63 AMG,3,COMPACT CARS,C,G,51.00239583,54876,18.4931,435,18.82,2474,,,,,,,,,,,,,,,,,
349,Daimler,Mercedes-Benz,CL550,19,COMPACT CARS,C,G,51.00239583,105953,21.1259,2222,21.27,4447.5,,,,,,,,,,,,,,,,,
350,Daimler,Mercedes-Benz,CL600,19,COMPACT CARS,C,G,54.59902778,150629,17.0634,276,17.23,3771.5,,,,,,,,,,,,,,,,,
351,Daimler,Mercedes-Benz,CL63 AMG,19,COMPACT CARS,C,G,51.00239583,140531,17.1496,1409,17.39,4469.5,,,,,,,,,,,,,,,,,
352,Daimler,Mercedes-Benz,CL65 AMG,19,COMPACT CARS,C,G,51.00239583,202292,16.8416,304,16.84,4878.5,,,,,,,,,,,,,,,,,
353,Daimler,Mercedes-Benz,CLS550,3,COMPACT CARS,C,G,51.00239583,69743,21.1259,6190,21.13,2657.5,,,,,,,,,,,,,,,,,
354,Daimler,Mercedes-Benz,CLS63 AMG,19,COMPACT CARS,C,G,51.00239583,95855,18.3549,554,18.04,2095.5,,,,,,,,,,,,,,,,,
355,Daimler,Mercedes-Benz,E350,4,MIDSIZE CARS,C,G,48.39444444,52709,25.6784,15047,25.86,-4229.487117,,,,,,,,,,,,,,,,,
356,Daimler,Mercedes-Benz,E350 4MATIC,4,MIDSIZE CARS,C,G,48.39444444,54239,23.9014,19753,24.75,-3138.5,,,,,,,,,,,,,,,,,
357,Daimler,Mercedes-Benz,E550,4,MIDSIZE CARS,C,G,48.39444444,61379,22.1925,1806,22.63,-5748.267442,,,,,,,,,,,,,,,,,
358,Daimler,Mercedes-Benz,E550 4MATIC,4,MIDSIZE CARS,C,G,48.39444444,62909,19.9254,452,22.72,-4108.5,,,,,,,,,,,,,,,,,
359,Daimler,Mercedes-Benz,E63 AMG,19,MIDSIZE CARS,C,G,48.39444444,87491,18.3549,973,19.42,-1740.5,,,,,,,,,,,,,,,,,
360,Daimler,Mercedes-Benz,G500,19,SUV,T,G,46.43833333,88715,16.4789,593,16.21,15285.5,,,,,,,,,,,,,,,,,
361,Daimler,Mercedes-Benz,G55 AMG,19,SUV,T,G,46.43833333,112889,15.1536,538,15.21,9811.5,,,,,,,,,,,,,,,,,
362,Daimler,Mercedes-Benz,GL450 4MATIC,11,SUV,T,G,54.70524306,57401,18.8161,17261,18.80,3549.5,,,,,,,,,,,,,,,,,
363,Daimler,Mercedes-Benz,GL550 4MATIC,19,SUV,T,G,54.70524306,79305,18.3543,7040,18.09,3545,,,,,,,,,,,,,,,,,
364,Daimler,Mercedes-Benz,ML350 4MATIC,11,SUV,T,G,51.01760417,45314,21.611,27587,21.95,2099.693976,,,,,,,,,,,,,,,,,
365,Daimler,Mercedes-Benz,ML550 4MATIC,11,SUV,T,G,51.01760417,54239,19.2178,3218,19.22,2511.5,,,,,,,,,,,,,,,,,
366,Daimler,Mercedes-Benz,ML63 AMG,19,SUV,T,G,51.01760417,89174,15.4034,954,15.19,2676.5,,,,,,,,,,,,,,,,,
367,Daimler,Mercedes-Benz,R350 4MATIC,11,SUV,T,G,57.4975,46079,20.9116,6939,20.61,4721.5,,,,,,,,,,,,,,,,,
368,Daimler,Mercedes-Benz,S550,19,LARGE CARS,C,G,54.59902778,89225,21.1259,12093,19.59,2375.5,,,,,,,,,,,,,,,,,
369,Daimler,Mercedes-Benz,S550 4MATIC,19,LARGE CARS,C,G,54.59902778,92285,21.0947,11045,20.53,2315.5,,,,,,,,,,,,,,,,,
370,Daimler,Mercedes-Benz,S600,19,LARGE CARS,C,G,54.59902778,147875,17.0634,444,16.96,1825.5,,,,,,,,,,,,,,,,,
371,Daimler,Mercedes-Benz,S63 AMG,19,LARGE CARS,C,G,54.59902778,130331,17.1496,2294,17.26,3219.5,,,,,,,,,,,,,,,,,
372,Daimler,Mercedes-Benz,S65 AMG,19,LARGE CARS,C,G,54.59902778,136655,16.6054,284,16.61,64495.5,,,,,,,,,,,,,,,,,
373,Daimler,Mercedes-Benz,SL55 AMG,19,TWO SEATERS,C,G,54.59902778,136655,18.0705,417,18.07,-2679.5,,,,,,,,,,,,,,,,,
374,Daimler,Mercedes-Benz,SL550,19,TWO SEATERS,C,G,54.59902778,97997,21.1259,3124,21.13,-1921.5,,,,,,,,,,,,,,,,,
375,Daimler,Mercedes-Benz,SL600,19,TWO SEATERS,C,G,54.59902778,132677,17.3605,74,17.36,-2601.5,,,,,,,,,,,,,,,,,
376,Daimler,Mercedes-Benz,SL65 AMG,19,TWO SEATERS,C,G,54.59902778,191735,17.4521,93,17.45,-3759.5,,,,,,,,,,,,,,,,,
377,Daimler,Mercedes-Benz,SLK280,1,TWO SEATERS,C,G,40.24052083,45569,26.03762484,2834,27.72,1331.5,,,,,,,,,,,,,,,,,
378,Daimler,Mercedes-Benz,SLK350,1,TWO SEATERS,C,G,40.24052083,50975,24.99334111,1178,26.70,925.5,,,,,,,,,,,,,,,,,
379,Daimler,Mercedes-Benz,SLK55 AMG,1,TWO SEATERS,C,G,40.24052083,65000,20.9981,367,21.89,1650.5,,,,,,,,,,,,,,,,,
380,Ford,Mercury,Grand Marquis,5,LARGE CARS,C,G,51.4328655,27821,22.7961,44071,24.52,1989.5,,,,,,,,,,,,,,,,,
381,Ford,Mercury,Mariner 4WD,14,SUV,T,G,43.46583333,25711,25.09069348,24636,26.93,-400.9333171,,,,,,,,,,,,,,,,,
382,Ford,Mercury,Mariner FWD,14,SUV,C,G,43.46583333,23505,26.83793538,23751,29.81,55.08817734,,,,,,,,,,,,,,,,,
383,Ford,Mercury,Mariner Hybrid 4WD,14,SUV,T,G,43.46583333,28937,38.0277,2389,39.27,2917.6,,,,,,,,,,,,,,,,,
384,Ford,Mercury,Mariner Hybrid FWD,14,SUV,C,G,43.46583333,27152,43.4087,2155,44.13,2952.6,,,,,,,,,,,,,,,,,
385,Ford,Mercury,Milan AWD,9,MIDSIZE CARS,C,G,46.10105869,25910,25.9579,2629,26.55,2569.96,,,,,,,,,,,,,,,,,
386,Ford,Mercury,Milan FWD,9,MIDSIZE CARS,C,G,46.10105869,22236,30.06116842,29979,31.48,-213.383908,,,,,,,,,,,,,,,,,
387,Ford,Mercury,Mountaineer 2WD,12,SUV,T,G,48.4409375,29143,20.6930957,3985,20.47,337.388798,,,,,,,,,,,,,,,,,
388,Ford,Mercury,Mountaineer 4WD,12,SUV,T,G,48.4409375,31712,19.36610987,12449,19.76,87.59458752,,,,,,,,,,,,,,,,,
389,BMW,MINI,MINI Clubman,7,SUBCOMPACT CARS,C,G,40,21012,40.03460288,3750,38.54,-562,,,,,,,,,,,,,,,,,
390,BMW,MINI,MINI Clubman S,7,SUBCOMPACT CARS,C,G,40,24582,36.70444906,4602,36.35,-532,,,,,,,,,,,,,,,,,
391,BMW,MINI,MINI Cooper,7,SUBCOMPACT CARS,C,G,38.7,19074,39.91157354,12810,38.73,-274,,,,,,,,,,,,,,,,,
392,BMW,MINI,MINI Cooper Convertible,7,SUBCOMPACT CARS,C,G,38.8,23052,33.60581329,2496,38.61,1198,,,,,,,,,,,,,,,,,
393,BMW,MINI,MINI Cooper S,7,SUBCOMPACT CARS,C,G,38.7,22287,36.86661627,13662,36.33,13,,,,,,,,,,,,,,,,,
394,BMW,MINI,MINI Cooper S Convertible,2,SUBCOMPACT CARS,C,G,38.7,26571,30.70539281,3150,36.38,579,,,,,,,,,,,,,,,,,
395,Mitsubishi,Mitsubishi,Eclipse,2,SUBCOMPACT CARS,C,G,43.5,23793,28.37305762,15222,28.90,-2038.386542,,,,,,,,,,,,,,,,,
396,Mitsubishi,Mitsubishi,Eclipse Spyder,2,SUBCOMPACT CARS,C,G,43.5,27863,27.407226,5824,26.64,1936.786495,,,,,,,,,,,,,,,,,
397,Mitsubishi,Mitsubishi,Endeavor 2WD,12,SUV,T,G,48.1,28814,22.8372,4691,22.79,-814.98,,,,,,,,,,,,,,,,,
398,Mitsubishi,Mitsubishi,Endeavor AWD,12,SUV,T,G,48.1,30344,21.4501,4892,21.45,1155.02,,,,,,,,,,,,,,,,,
399,Mitsubishi,Mitsubishi,Galant,9,MIDSIZE CARS,C,G,46.5,21940,29.57162235,11986,32.06,-341.0897113,,,,,,,,,,,,,,,,,
400,Mitsubishi,Mitsubishi,Generic Mini Car,7,SUBCOMPACT CARS,C,G,40.80169774,25758,36.33965625,1,36.34,-504.575755,,,,,,,,,,,,,,,,,
401,Mitsubishi,Mitsubishi,Lancer,8,COMPACT CARS,C,G,43.36914917,16845,31.98943146,38353,33.10,-874.3299748,,,,,,,,,,,,,,,,,
402,Mitsubishi,Mitsubishi,Lancer Evolution,3,COMPACT CARS,C,G,44,34313,24.02241462,5315,24.00,120.0915663,,,,,,,,,,,,,,,,,
403,Mitsubishi,Mitsubishi,Outlander 2WD,14,SUV,C,G,44.2,23400,27.14124642,8657,30.20,-1360.734832,,,,,,,,,,,,,,,,,
404,Mitsubishi,Mitsubishi,Outlander 4WD,14,SUV,T,G,44.2,24164,26.24128085,5788,28.12,-227.6807779,,,,,,,,,,,,,,,,,
405,Nissan,Nissan,350Z,1,TWO SEATERS,C,G,43.2,34464,26.07202187,9903,27.55,-4053.76,,,,,,,,,,,,,,,,,
406,Nissan,Nissan,350Z Roadster,1,TWO SEATERS,C,G,43.2,39551,25.05357793,2470,26.64,-2230.5,,,,,,,,,,,,,,,,,
407,Nissan,Nissan,Altima,9,MIDSIZE CARS,C,G,46.2,20920,33.5854849,242275,34.96,-814.8194954,,,,,,,,,,,,,,,,,
408,Nissan,Nissan,Altima Coupe,7,SUBCOMPACT CARS,C,G,44.3,23044,32.19755173,53801,33.98,588.706261,,,,,,,,,,,,,,,,,
409,Nissan,Nissan,Altima Hybrid,9,MIDSIZE CARS,C,G,46.2,26107,46.7098,8056,46.71,673.1,,,,,,,,,,,,,,,,,
410,Nissan,Nissan,Armada 2WD,11,SUV,T,G,57.10201389,40112,18.19767811,17859,18.57,2328.5,,,,,,,,,,,,,,,,,
411,Nissan,Nissan,Armada 4WD,11,SUV,T,G,57.10201389,42968,17.76679759,9753,18.17,2272.5,,,,,,,,,,,,,,,,,
412,Nissan,Nissan,Frontier 2WD,17,SMALL PICKUP TRUCKS,T,G,54.1920608,23267,22.09636607,28990,22.44,-3710.897927,,,,,,,,,,,,,,,,,
413,Nissan,Nissan,Frontier 4WD,17,SMALL PICKUP TRUCKS,T,G,54.77985062,26642,20.82348372,18225,20.96,978.4341333,,,,,,,,,,,,,,,,,
414,Nissan,Nissan,Maxima,4,MIDSIZE CARS,C,G,47.2,30478,27.7547,38602,28.55,212.4,,,,,,,,,,,,,,,,,
415,Nissan,Nissan,Pathfinder 2WD,12,SUV,T,G,48.1525,31642,22.22214048,27245,22.46,-1968.44859,,,,,,,,,,,,,,,,,
416,Nissan,Nissan,Pathfinder 4WD,11,SUV,T,G,48.1525,35691,20.65514868,29246,21.08,-2668.365621,,,,,,,,,,,,,,,,,
417,Nissan,Nissan,Rogue AWD,14,SUV,T,G,44.71333333,22343,30.421,50451,30.54,956.9,,,,,,,,,,,,,,,,,
418,Nissan,Nissan,Rogue FWD,14,SUV,C,G,44.71333333,21119,32.3107,27628,32.00,930.9,,,,,,,,,,,,,,,,,
419,Nissan,Nissan,Sentra,9,MIDSIZE CARS,C,G,44.7,16973,36.97995037,119932,39.03,207.2257728,,,,,,,,,,,,,,,,,
420,Nissan,Nissan,Titan 2WD 140WB,18,STANDARD PICKUP TRUCKS,T,G,65.91958333,30576,18.2941516,18425.5,19.02,-2035.52,,,,,,,,,,,,,,,,,
421,Nissan,Nissan,Titan 2WD 160WB,18,STANDARD PICKUP TRUCKS,T,G,75.20868056,30576,18.2941516,18425.5,19.13,614.48,,,,,,,,,,,,,,,,,
422,Nissan,Nissan,Titan 4WD 140WB,18,STANDARD PICKUP TRUCKS,T,G,65.91958333,37841,17.39692442,11267,17.83,-6450.535,,,,,,,,,,,,,,,,,
423,Nissan,Nissan,Titan 4WD 160WB,18,STANDARD PICKUP TRUCKS,T,G,75.20868056,37841,17.39692442,11267,17.83,-3770.535,,,,,,,,,,,,,,,,,
424,Nissan,Nissan,Versa,9,MIDSIZE CARS,C,G,41.5,15462,36.69899732,76223,36.38,-2381.440623,,,,,,,,,,,,,,,,,
425,Nissan,Nissan,Xterra 2WD,14,SUV,C,G,45.62041667,27844,21.87332259,16527,22.13,-2124.288891,,,,,,,,,,,,,,,,,
426,Nissan,Nissan,Xterra 4WD,14,SUV,T,G,45.62041667,29759,21.15632986,19508,21.63,-1988.626637,,,,,,,,,,,,,,,,,
427,GENERAL MOTORS,Pontiac,G5,7,SUBCOMPACT CARS,C,G,44.8,16321,33.45048965,20185,36.85,2859.131092,,,,,,,,,,,,,,,,,
428,GENERAL MOTORS,Pontiac,G6,8,COMPACT CARS,C,G,46.9,21245,27.89492664,154317,31.65,-778.0085271,,,,,,,,,,,,,,,,,
429,GENERAL MOTORS,Pontiac,Vibe,8,SMALL STATION WAGONS,C,G,42.6,17692,38.21800613,20317,33.77,-620.3628774,,,,,,,,,,,,,,,,,
430,PORSCHE,Porsche,911 GT,19,TWO SEATERS,C,G,38.76649306,196411,24.216,201,20.79,-77777.47907,,,,,,,,,,,,,,,,,
431,PORSCHE,Porsche,911 Turbo,19,SUBCOMPACT CARS,C,G,38.41319444,129601,23.52367254,1052,25.05,4148.8,,,,,,,,,,,,,,,,,
432,PORSCHE,Porsche,911 Turbo Cabriolet,19,SUBCOMPACT CARS,C,G,38.41319444,140107,23.2565253,2036,24.31,4642.8,,,,,,,,,,,,,,,,,
433,PORSCHE,Porsche,Boxster,1,TWO SEATERS,C,G,39.160485,47065,29.68160548,2291,29.25,535.16,,,,,,,,,,,,,,,,,
434,PORSCHE,Porsche,Boxster S,1,TWO SEATERS,C,G,39.160485,57691,26.83407493,1776,28.81,308.8,,,,,,,,,,,,,,,,,
435,PORSCHE,Porsche,Carrera 2 Cabriolet,19,SUBCOMPACT CARS,C,G,38.04170139,86353,26.40514714,635,27.76,2446.8,,,,,,,,,,,,,,,,,
436,PORSCHE,Porsche,Carrera 2 Coupe,2,SUBCOMPACT CARS,C,G,38.04170139,75847,26.49353923,887,27.75,1952.8,,,,,,,,,,,,,,,,,
437,PORSCHE,Porsche,Carrera 2 S Cabriolet,19,SUBCOMPACT CARS,C,G,37.7853125,96859,25.48667913,1263,27.66,2940.8,,,,,,,,,,,,,,,,,
438,PORSCHE,Porsche,Carrera 2 S Coupe,19,SUBCOMPACT CARS,C,G,37.7853125,86353,25.40871603,1187,27.41,2446.8,,,,,,,,,,,,,,,,,
439,PORSCHE,Porsche,Carrera 4 Cabriolet,19,SUBCOMPACT CARS,C,G,38.04170139,92371,25.39173883,151,27.30,2728.8,,,,,,,,,,,,,,,,,
440,PORSCHE,Porsche,Carrera 4 Coupe,19,SUBCOMPACT CARS,C,G,38.04170139,81865,25.49798753,140,27.40,2234.8,,,,,,,,,,,,,,,,,
441,PORSCHE,Porsche,Carrera 4 S Cabriolet,19,SUBCOMPACT CARS,C,G,37.7853125,96859,24.72885185,777,27.08,9240.8,,,,,,,,,,,,,,,,,
442,PORSCHE,Porsche,Carrera 4 S Coupe,19,SUBCOMPACT CARS,C,G,37.7853125,92371,24.7640707,913,27.15,2728.8,,,,,,,,,,,,,,,,,
443,PORSCHE,Porsche,Carrera 4 S Targa,19,SUBCOMPACT CARS,C,G,37.7853125,100123,24.73472353,373,27.43,2976.8,,,,,,,,,,,,,,,,,
444,PORSCHE,Porsche,Carrera 4 Targa,19,SUBCOMPACT CARS,C,G,38.04170139,89617,25.35043396,85,27.33,2482.8,,,,,,,,,,,,,,,,,
445,PORSCHE,Porsche,Cayenne,11,SUV,T,G,50.95255917,44268,21.2532385,8402,21.26,1232,,,,,,,,,,,,,,,,,
446,PORSCHE,Porsche,Cayenne GTS,11,SUV,T,G,50.95255917,70590,19.22656339,2243,19.29,1809.997325,,,,,,,,,,,,,,,,,
447,PORSCHE,Porsche,Cayenne S,11,SUV,T,G,50.95255917,59058,19.4085,5815,19.45,1642,,,,,,,,,,,,,,,,,
448,PORSCHE,Porsche,Cayenne Turbo,19,SUV,T,G,50.95255917,95574,18.0594,2337,18.02,4326,,,,,,,,,,,,,,,,,
449,PORSCHE,Porsche,Cayman,1,TWO SEATERS,C,G,39.160485,51265,29.67980465,2156,29.50,134.8,,,,,,,,,,,,,,,,,
450,PORSCHE,Porsche,Cayman S,1,TWO SEATERS,C,G,39.160485,66667,26.83684166,2745,28.90,-5167.2,,,,,,,,,,,,,,,,,
451,BMW,Rolls-Royce,Phantom,19,MIDSIZE CARS,C,G,64.4,417180,17.2999,163,17.27,-27479.2126,,,,,,,,,,,,,,,,,
452,BMW,Rolls-Royce,Phantom Drophead Coupe,19,COMPACT CARS,C,G,60,348840,17.2999,174,17.27,94160,,,,,,,,,,,,,,,,,
453,BMW,Rolls-Royce,Phantom EWB,19,MIDSIZE CARS,C,G,68.9,413100,17.2999,41,17.27,36900,,,,,,,,,,,,,,,,,
454,Ford,Roush,Stage 3 Mustang,2,SUBCOMPACT CARS,C,G,46.41,51000,20.6,186,22.77,8945,,,,,,,,,,,,,,,,,
455,GENERAL MOTORS,Saturn,Aura,9,MIDSIZE CARS,C,G,45,22494,27.82936212,60399,32.78,735.251536,,,,,,,,,,,,,,,,,
456,GENERAL MOTORS,Saturn,Aura Hybrid,9,MIDSIZE CARS,C,G,45,23246,35.7228,316,38.58,3079.2,,,,,,,,,,,,,,,,,
457,GENERAL MOTORS,Saturn,Outlook AWD,12,SUV,T,G,55.8,32120,22.068,10308,23.96,3405.2,,,,,,,,,,,,,,,,,
458,GENERAL MOTORS,Saturn,Outlook FWD,12,SUV,T,G,55.8,30080,24.5122,23024,24.78,3445.2,,,,,,,,,,,,,,,,,
459,GENERAL MOTORS,Saturn,Vue AWD,14,SUV,T,G,45.7,27466,23.68429348,23326,24.32,754.3328389,,,,,,,,,,,,,,,,,
460,GENERAL MOTORS,Saturn,Vue FWD,14,SUV,C,G,45.7,23693,26.35764016,81937,27.48,1491.08531,,,,,,,,,,,,,,,,,
461,TOYOTA,Scion,Scion TC,7,SUBCOMPACT CARS,C,G,43.77493056,17105,30.69249973,54835,30.75,-5.4,,,,,,,,,,,,,,,,,
462,TOYOTA,Scion,Scion XB,8,SMALL STATION WAGONS,C,G,42.42916667,16595,31.57366329,60553,31.56,-745.4,,,,,,,,,,,,,,,,,
463,TOYOTA,Scion,Scion XD,7,SUBCOMPACT CARS,C,G,39.38783931,15473,38.12081673,32737,39.26,-573.4,,,,,,,,,,,,,,,,,
464,Daimler,Smart,Smart Fortwo Convertible,6,TWO SEATERS,C,G,40.24052083,17580,49.5029,7418,49.03,-589.7,,,,,,,,,,,,,,,,,
465,Daimler,Smart,Smart Fortwo Coupe,6,TWO SEATERS,C,G,40.24052083,13500,49.5029,14209,49.12,490.3,,,,,,,,,,,,,,,,,
466,Subaru,Subaru,Forester AWD,14,SUV,C,G,43.1,27358,28.85921959,30406,28.88,-4401.889468,,,,,,,,,,,,,,,,,
467,Subaru,Subaru,Impreza AWD,8,COMPACT CARS,C,G,42.2,22661,28.92735911,27039,28.78,-4014.824848,,,,,,,,,,,,,,,,,
468,Subaru,Subaru,Impreza Wagon/Outback Sport AWD,8,SMALL STATION WAGONS,C,G,42.2,27889,28.48079544,32301,28.60,-6630.417255,,,,,,,,,,,,,,,,,
469,Subaru,Subaru,Legacy AWD,3,COMPACT CARS,C,G,46.2,25825,28.76704346,26288,32.09,-4136.508545,,,,,,,,,,,,,,,,,
470,Subaru,Subaru,Outback Wagon AWD,14,SUV,T,G,45.8,28644,28.78663389,63741,31.00,-3862.347039,,,,,,,,,,,,,,,,,
471,Subaru,Subaru,Tribeca AWD,11,SUV,T,G,46.7,33599,23.2105,18805,23.39,-1103.8,,,,,,,,,,,,,,,,,
472,Suzuki,Suzuki,Grand Vitara,14,SUV,C,G,43.8,24089,24.82254865,10619,27.62,-2960.021434,,,,,,,,,,,,,,,,,
473,Suzuki,Suzuki,Grand Vitara 4WD,14,SUV,T,G,43.8,25601,24.24157247,7377,26.17,-2028.272467,,,,,,,,,,,,,,,,,
474,Suzuki,Suzuki,SX4,8,SMALL STATION WAGONS,C,G,40.3,17335,33.03192751,4946,33.89,-1435.9,,,,,,,,,,,,,,,,,
475,Suzuki,Suzuki,SX4 AWD,8,SMALL STATION WAGONS,C,G,40.3,17335,30.95110083,15078,33.38,-435.9,,,,,,,,,,,,,,,,,
476,Suzuki,Suzuki,SX4 Sedan,8,COMPACT CARS,C,G,40.3,16213,33.27367448,22498,36.98,-1213.9,,,,,,,,,,,,,,,,,
477,TOYOTA,Toyota,4Runner 2WD,12,SUV,T,G,47.3,32380,23.36617082,25124,25.16,-3249.198022,,,,,,,,,,,,,,,,,
478,TOYOTA,Toyota,4Runner 4WD,11,SUV,T,G,47.3,34943,21.93212485,41271,24.06,-4027.545618,,,,,,,,,,,,,,,,,
479,TOYOTA,Toyota,Avalon,5,LARGE CARS,C,G,47.73202269,31831,29.323,61851,29.62,413.86,,,,,,,,,,,,,,,,,
480,TOYOTA,Toyota,Camry,9,MIDSIZE CARS,C,G,46.89566685,23085,32.10468366,195054,33.23,1449.107841,,,,,,,,,,,,,,,,,
481,TOYOTA,Toyota,Camry Hybrid,9,MIDSIZE CARS,C,G,46.89566685,26377,45.9416,32123,45.94,-227.2,,,,,,,,,,,,,,,,,
482,TOYOTA,Toyota,Corolla,8,COMPACT CARS,C,G,42.52498101,16132,39.30618782,170360,39.38,395.8780539,,,,,,,,,,,,,,,,,
483,TOYOTA,Toyota,Corolla Matrix,8,SMALL STATION WAGONS,C,G,42.52498101,17248,36.40429433,23891,34.75,358.580334,,,,,,,,,,,,,,,,,
484,TOYOTA,Toyota,FJ Cruiser 2WD,12,SUV,C,G,46.5,23695,23.4225,7838,24.70,485.4,,,,,,,,,,,,,,,,,
485,TOYOTA,Toyota,FJ Cruiser 4WD,12,SUV,T,G,46.5,24898,22.21750343,34093,23.63,871.8,,,,,,,,,,,,,,,,,
486,TOYOTA,Toyota,Highlander 2WD,12,SUV,T,G,49,31281,25.9861,56899,26.77,-4036.072506,,,,,,,,,,,,,,,,,
487,TOYOTA,Toyota,Highlander 4WD,12,SUV,T,G,49,32760,24.8013,80769,24.80,-3560.36,,,,,,,,,,,,,,,,,
488,TOYOTA,Toyota,Highlander Hybrid 4WD,11,SUV,T,G,48.8,38260,35.1911,24241,35.19,-3360.2,,,,,,,,,,,,,,,,,
489,TOYOTA,Toyota,Land Cruiser Wagon 4WD,11,SUV,T,G,50.3,65163,18.9488,5089,18.95,807.3,,,,,,,,,,,,,,,,,
490,TOYOTA,Toyota,Prius,9,MIDSIZE CARS,C,G,43.37586813,23282,65.7778,171762,70.84,518.5,,,,,,,,,,,,,,,,,
491,TOYOTA,Toyota,RAV4 2WD,14,SUV,C,G,44.7,23938,30.50329562,67330,31.42,-2039.222941,,,,,,,,,,,,,,,,,
492,TOYOTA,Toyota,RAV4 4WD,14,SUV,T,G,44.7,25716,28.75869833,97001,30.02,-2025.970533,,,,,,,,,,,,,,,,,
493,TOYOTA,Toyota,Sequoia 2WD,11,SUV,T,G,58,45810,19.93826683,15891,20.16,510.2076802,,,,,,,,,,,,,,,,,
494,TOYOTA,Toyota,Sequoia 4WD,11,SUV,T,G,58,49084,18.88343747,23482,18.49,3110.170571,,,,,,,,,,,,,,,,,
495,TOYOTA,Toyota,Sienna 2WD,15,MINIVAN,T,G,54.9,30073,26.4628,116103,26.46,-4007.66,,,,,,,,,,,,,,,,,
496,TOYOTA,Toyota,Sienna 4WD,15,MINIVAN,T,G,55.2,34354,23.0032,13105,23.00,-5118.6,,,,,,,,,,,,,,,,,
497,TOYOTA,Toyota,Tacoma 2WD,17,SMALL PICKUP TRUCKS,T,G,53.44781491,21465,25.10994742,84697,25.57,-826.337593,,,,,,,,,,,,,,,,,
498,TOYOTA,Toyota,Tacoma 4WD,17,SMALL PICKUP TRUCKS,T,G,53.44781491,24037,22.68545016,61615,22.77,501.4557582,,,,,,,,,,,,,,,,,
499,TOYOTA,Toyota,Tundra 2WD 127WB,18,STANDARD PICKUP TRUCKS,T,G,59.8,25554,21.15224702,8266.59,21.36,-1958.644578,,,,,,,,,,,,,,,,,
500,TOYOTA,Toyota,Tundra 2WD 145WB/164WB,18,STANDARD PICKUP TRUCKS,T,G,68.7,25375,20.01296411,67997.41,20.90,801.3638627,,,,,,,,,,,,,,,,,
501,TOYOTA,Toyota,Tundra 4WD 127WB/145WB,18,STANDARD PICKUP TRUCKS,T,G,68.55039872,35359,18.25698686,89268.14,19.12,-5557.641713,,,,,,,,,,,,,,,,,
502,TOYOTA,Toyota,Tundra 4WD 164WB,18,STANDARD PICKUP TRUCKS,T,G,77.5,34205,18.6065,2893.86,18.97,-3177.044575,,,,,,,,,,,,,,,,,
503,TOYOTA,Toyota,Yaris,7,SUBCOMPACT CARS,C,G,39.29632298,13455,42.08066582,120841,41.97,-89.82,,,,,,,,,,,,,,,,,
504,VOLKSWAGEN,Volkswagen,EOS,2,SUBCOMPACT CARS,C,G,49.66941851,35951,31.72548939,13815,32.36,-3561.413941,,,,,,,,,,,,,,,,,
505,VOLKSWAGEN,Volkswagen,GTI,8,COMPACT CARS,C,G,42.32690972,24092,31.8207525,13325,32.91,-627.4,,,,,,,,,,,,,,,,,
