veh id,manufacturer,nameplate,model,CVCM class,EPA class,fleet type,fuel type,footprint,baseline price,baseline mpg,baseline sales,predicted mpg,incremental price,,,,,,,,,,,,,,,,,
164,Ford,Ford,Escape Hybrid FWD,14,SUV,C,G,43.46583333,27469,43.4087,16841,44.13,2391.4,,,,,,,,,,,,,,,,,
165,Ford,Ford,E-Series MDPV,16,VANS,T,G,65.2,28320,14.96026886,919.5593211,14.71,453.5706096,,,,,,,,,,,,,,,,,
166,Ford,Ford,E-Series Wagon MDPV,16,VANS,T,G,65.1,29495,15.96165371,3240.577608,14.21,4014.864127,,,,,,,,,,,,,,,,,
167,Ford,Ford,Expedition,11,SUV,T,G,55.37287645,37758,18.362,28394,18.90,4866.964247,,,,,,,,,,,,,,,,,
168,Ford,Ford,Explorer 2WD,12,SUV,T,G,48.4409375,30243,20.79442532,31055,20.47,3037.096236,,,,,,,,,,,,,,,,,
169,Ford,Ford,Explorer 4WD,12,SUV,T,G,48.4409375,32704,19.40611496,57486,19.61,2896.389641,,,,,,,,,,,,,,,,,
170,Ford,Ford,Explorer Sport Trac 2WD,18,STANDARD PICKUP TRUCKS,T,G,55.8,27180,20.7463083,13129,20.49,1029.74613,,,,,,,,,,,,,,,,,
171,Ford,Ford,Explorer Sport Trac 4WD,18,STANDARD PICKUP TRUCKS,T,G,55.8,30040,19.34629352,9113,19.71,334.9981323,,,,,,,,,,,,,,,,,
172,Ford,Ford,F150 FFV 2WD 126WB,18,STANDARD PICKUP TRUCKS,T,G,58.8,24498,18.9527902,3375.45,20.73,-2438.166906,,,,,,,,,,,,,,,,,
173,Ford,Ford,F150 FFV 2WD 133 WB,18,STANDARD PICKUP TRUCKS,T,G,61.7,24498,18.9527902,750.1,20.73,13761.83309,,,,,,,,,,,,,,,,,
174,Ford,Ford,F150 FFV 2WD 145 WB,18,STANDARD PICKUP TRUCKS,T,G,67.4,24498,18.9527902,29628.95,20.73,-2138.166906,,,,,,,,,,,,,,,,,
175,Ford,Ford,F150 FFV 2WD 157WB,18,STANDARD PICKUP TRUCKS,T,G,73,24498,18.9527902,3375.45,20.73,1096.833094,,,,,,,,,,,,,,,,,
176,Ford,Ford,F150 FFV 2WD 163WB,18,STANDARD PICKUP TRUCKS,T,G,76,24498,18.9527902,375.05,20.73,1686.833094,,,,,,,,,,,,,,,,,
177,Ford,Ford,F150 FFV 4WD 126WB,18,STANDARD PICKUP TRUCKS,T,G,58.8,29940,18.5585,8660.7,19.58,-540.06,,,,,,,,,,,,,,,,,
178,Ford,Ford,F150 FFV 4WD 133WB,18,STANDARD PICKUP TRUCKS,T,G,61.7,29940,18.5585,1924.6,19.58,8319.94,,,,,,,,,,,,,,,,,
179,Ford,Ford,F150 FFV 4WD 145WB,18,STANDARD PICKUP TRUCKS,T,G,67.4,29940,18.5585,76021.7,19.58,5464.94,,,,,,,,,,,,,,,,,
180,Ford,Ford,F150 FFV 4WD 157WB,18,STANDARD PICKUP TRUCKS,T,G,73,29940,18.5585,8660.7,19.58,8714.94,,,,,,,,,,,,,,,,,
181,Ford,Ford,F150 FFV 4WD 163WB,18,STANDARD PICKUP TRUCKS,T,G,76,29940,18.5585,962.3,19.58,3299.94,,,,,,,,,,,,,,,,,
182,Ford,Ford,F150 Pickup 2WD 126WB,18,STANDARD PICKUP TRUCKS,T,G,58.8,23910,20.20980696,13401.72,21.48,-1849.662556,,,,,,,,,,,,,,,,,
183,Ford,Ford,F150 Pickup 2WD 133WB,18,STANDARD PICKUP TRUCKS,T,G,61.7,23910,20.20980696,2978.16,21.48,14350.33744,,,,,,,,,,,,,,,,,
184,Ford,Ford,F150 Pickup 2WD 145WB,18,STANDARD PICKUP TRUCKS,T,G,67.4,23910,20.20980696,117637.32,21.48,-1549.662556,,,,,,,,,,,,,,,,,
185,Ford,Ford,F150 Pickup 2WD 157WB,18,STANDARD PICKUP TRUCKS,T,G,73,23910,20.20980696,13401.72,21.48,1685.337444,,,,,,,,,,,,,,,,,
186,Ford,Ford,F150 Pickup 2WD 163WB,18,STANDARD PICKUP TRUCKS,T,G,76,23910,20.20980696,1489.08,21.48,2275.337444,,,,,,,,,,,,,,,,,
187,Ford,Ford,F150 Pickup 4WD 126WB,18,STANDARD PICKUP TRUCKS,T,G,58.8,29100,18.38287138,6030.09,20.33,299.9324777,,,,,,,,,,,,,,,,,
188,Ford,Ford,F150 Pickup 4WD 133WB,18,STANDARD PICKUP TRUCKS,T,G,61.7,29100,18.38287138,1340.02,20.33,9159.932478,,,,,,,,,,,,,,,,,
189,Ford,Ford,F150 Pickup 4WD 145WB,18,STANDARD PICKUP TRUCKS,T,G,67.4,29100,18.38287138,52930.79,20.33,6304.932478,,,,,,,,,,,,,,,,,
190,Ford,Ford,F150 Pickup 4WD 157WB,18,STANDARD PICKUP TRUCKS,T,G,73,29100,18.38287138,6030.09,20.33,9554.932478,,,,,,,,,,,,,,,,,
191,Ford,Ford,F150 Pickup 4WD 163WB,18,STANDARD PICKUP TRUCKS,T,G,76,29100,18.38287138,670.01,20.33,4139.932478,,,,,,,,,,,,,,,,,
192,Ford,Ford,Focus FWD,8,COMPACT CARS,C,G,41.6959375,16162,36.14874683,180249,37.27,1008.1,,,,,,,,,,,,,,,,,
193,Ford,Ford,Fusion AWD,9,MIDSIZE CARS,C,G,46.10105869,25056,25.9579,7352,25.94,3058.7,,,,,,,,,,,,,,,,,
194,Ford,Ford,Fusion FWD,9,MIDSIZE CARS,C,G,46.10105869,21651,30.21681558,130439,31.84,-192.0420089,,,,,,,,,,,,,,,,,
195,Ford,Ford,Generic Mini Car,7,SUBCOMPACT CARS,C,G,40.80169774,25758,36.33965625,1,36.34,-505.050505,,,,,,,,,,,,,,,,,
196,Ford,Ford,Mustang,7,SUBCOMPACT CARS,C,G,46.7446875,24479,23.53888604,94476,25.23,1917.527573,,,,,,,,,,,,,,,,,
197,Ford,Ford,Ranger 2WD,17,SMALL PICKUP TRUCKS,T,G,47.9495,16204,25.18002271,67938,26.15,3571.996599,,,,,,,,,,,,,,,,,
198,Ford,Ford,Ranger 4WD,17,SMALL PICKUP TRUCKS,T,G,47.9495,20664,19.8178207,17114,20.30,4240.671357,,,,,,,,,,,,,,,,,
199,Ford,Ford,Shelby Mustang GT,1,TWO SEATERS,C,G,46.7446875,47797,21.98677307,3244,21.80,-1032.460345,,,,,,,,,,,,,,,,,
200,Ford,Ford,Taurus AWD,5,LARGE CARS,C,G,51.42583333,26362,25.5332,10265,25.72,2858.1,,,,,,,,,,,,,,,,,
201,Ford,Ford,Taurus FWD,5,LARGE CARS,C,G,51.42583333,24474,27.3071,70830,27.00,2896.12,,,,,,,,,,,,,,,,,
202,Ford,Ford,Taurus X AWD,12,SUV,C,G,50.4521875,30427,22.9313,14830,23.31,6168.4,,,,,,,,,,,,,,,,,
203,Ford,Ford,Taurus X FWD,12,SUV,C,G,50.4521875,28540,24.1996,27271,25.91,3210.4,,,,,,,,,,,,,,,,,
204,GENERAL MOTORS,GMC,Acadia AWD,11,SUV,T,G,55.8,34759,22.068,34264,23.96,1606.46,,,,,,,,,,,,,,,,,
205,GENERAL MOTORS,GMC,Acadia FWD,12,SUV,T,G,55.8,32719,24.5122,52589,24.78,1646.46,,,,,,,,,,,,,,,,,
206,GENERAL MOTORS,GMC,C15 Sierra 2WD 119WB,18,STANDARD PICKUP TRUCKS,T,G,55.9,27727,20.94361716,14039.19,21.89,-6877.265718,,,,,,,,,,,,,,,,,
207,GENERAL MOTORS,GMC,C15 Sierra 2WD 133WB/134WB,18,STANDARD PICKUP TRUCKS,T,G,62.51896653,26394,21.1370759,13054.89,19.63,-5154.033673,,,,,,,,,,,,,,,,,
208,GENERAL MOTORS,GMC,C15 Sierra 2WD 143WB,18,STANDARD PICKUP TRUCKS,T,G,67.4,29470,20.85004049,32827.84,21.45,-3965.921899,,,,,,,,,,,,,,,,,
209,GENERAL MOTORS,GMC,C15 Sierra 2WD 157WB,18,STANDARD PICKUP TRUCKS,T,G,73.9,30192,21.32298911,2079.08,22.22,-2757.213765,,,,,,,,,,,,,,,,,
210,GENERAL MOTORS,GMC,C1500 Yukon 2WD,11,SUV,T,G,54.4,39330,19.95701438,15793,21.68,-122.6641384,,,,,,,,,,,,,,,,,
211,GENERAL MOTORS,GMC,C1500 Yukon Hybrid 2WD,11,SUV,T,G,54.4,51964,28.2089,1263,27.11,-778.9,,,,,,,,,,,,,,,,,
212,GENERAL MOTORS,GMC,C1500 Yukon XL 2WD,11,SUV,T,G,61,40393,19.9338823,9025,21.57,5689.730526,,,,,,,,,,,,,,,,,
213,GENERAL MOTORS,GMC,Canyon 2WD,17,SMALL PICKUP TRUCKS,T,G,45.69829979,16838,24.36695285,6604,26.26,466.1094794,,,,,,,,,,,,,,,,,
214,GENERAL MOTORS,GMC,Canyon 4WD,17,SMALL PICKUP TRUCKS,T,G,45.69829979,21020,22.60914422,2962,23.23,-403.7238069,,,,,,,,,,,,,,,,,
215,GENERAL MOTORS,GMC,Canyon Cab Chassis INC 2WD,17,SMALL PICKUP TRUCKS,T,G,45.69829979,20451,19.4065,28,21.78,-1221,,,,,,,,,,,,,,,,,
216,GENERAL MOTORS,GMC,Canyon Cab Chassis INC 4WD,17,SMALL PICKUP TRUCKS,T,G,45.69829979,23691,20.9877,6,23.01,-1160.52,,,,,,,,,,,,,,,,,
217,GENERAL MOTORS,GMC,Canyon Crew Cab 2WD,17,SMALL PICKUP TRUCKS,T,G,45.69829979,22813,23.56949772,4524,24.88,3644.953091,,,,,,,,,,,,,,,,,
218,GENERAL MOTORS,GMC,Canyon Crew Cab 4WD,17,SMALL PICKUP TRUCKS,T,G,45.69829979,25515,20.9877,3899,22.42,2378.475655,,,,,,,,,,,,,,,,,
219,GENERAL MOTORS,GMC,Envoy 2WD,12,SUV,T,G,49.12361111,30566,21.14221504,14656,31.36,-5388.964129,,,,,,,,,,,,,,,,,
220,GENERAL MOTORS,GMC,Envoy 4WD,12,SUV,T,G,49.12361111,33404,20.33521592,21734,27.63,-5531.934438,,,,,,,,,,,,,,,,,
221,GENERAL MOTORS,GMC,G1500/2500 Savana 2WD Cargo,16,VANS,T,G,63.5625,23799,20.67182452,1829,21.08,1785.599784,,,,,,,,,,,,,,,,,
222,GENERAL MOTORS,GMC,G1500/2500 Savana 2WD Cargo CONV,16,VANS,T,G,63.5625,24608,17.5293,491,18.35,4597.5,,,,,,,,,,,,,,,,,
223,GENERAL MOTORS,GMC,G1500/2500 Savana 2WD Pass,16,VANS,T,G,63.5625,27244,17.50040698,219,18.35,1270.8,,,,,,,,,,,,,,,,,
224,GENERAL MOTORS,GMC,H1500 Savana AWD Cargo CONV,16,VANS,T,G,63.5625,28402,17.7589,183,18.36,1303.1,,,,,,,,,,,,,,,,,
225,GENERAL MOTORS,GMC,H1500 Savana Pass Van AWD,16,VANS,T,G,63.5625,30411,17.7589,186,18.36,1658.7,,,,,,,,,,,,,,,,,
226,GENERAL MOTORS,GMC,H1500/2500 Savana Cargo AWD,16,VANS,T,G,63.5625,28402,19.0973,538,18.35,1303.1,,,,,,,,,,,,,,,,,
227,GENERAL MOTORS,GMC,K15 Sierra 4WD 119WB,18,STANDARD PICKUP TRUCKS,T,G,55.9,31794,20.26910054,6814.53,18.91,-7704.028182,,,,,,,,,,,,,,,,,
228,GENERAL MOTORS,GMC,K15 Sierra 4WD 133WB/134WB,18,STANDARD PICKUP TRUCKS,T,G,62.53830572,31535,20.306438,20093.42,20.57,-7145.030721,,,,,,,,,,,,,,,,,
229,GENERAL MOTORS,GMC,K15 Sierra 4WD 143WB,18,STANDARD PICKUP TRUCKS,T,G,67.4,33589,19.94514302,47947.51,21.11,-4114.079974,,,,,,,,,,,,,,,,,
230,GENERAL MOTORS,GMC,K15 Sierra 4WD 157WB,18,STANDARD PICKUP TRUCKS,T,G,73.9,31540,20.13211315,3345.54,20.28,-1154.633598,,,,,,,,,,,,,,,,,
231,GENERAL MOTORS,GMC,K1500 Yukon 4WD,11,SUV,T,G,54.4,40777,20.2962,10652,21.98,12223.46,,,,,,,,,,,,,,,,,
232,GENERAL MOTORS,GMC,K1500 Yukon Hybrid 4WD,11,SUV,T,G,54.4,54830,25.9934,1519,20.65,1137.786983,,,,,,,,,,,,,,,,,
233,GENERAL MOTORS,GMC,K2500 Yukon XL MDPV,11,SUV,T,G,60.7,43642,14.4,1595.794857,15.43,1947.039152,,,,,,,,,,,,,,,,,
234,HONDA,Honda,Accord 2DR Coupe,8,COMPACT CARS,C,G,46.6,26836,30.3956945,48713,31.24,-1175.267458,,,,,,,,,,,,,,,,,
235,HONDA,Honda,Accord 4DR Sedan,5,LARGE CARS,C,G,46.6,24790,31.2411741,335544,31.93,-357.0325265,,,,,,,,,,,,,,,,,
236,HONDA,Honda,Civic,7,SUBCOMPACT CARS,C,G,43.2,18912,38.51558946,322284,39.47,-649.3677747,,,,,,,,,,,,,,,,,
237,HONDA,Honda,Civic Hybrid,8,COMPACT CARS,C,G,44,23700,58.8362,32017,58.84,100.3,,,,,,,,,,,,,,,,,
238,HONDA,Honda,CR-V 2WD,14,SUV,C,G,44.1,22909,29.7231,89561,31.25,935.8,,,,,,,,,,,,,,,,,
239,HONDA,Honda,CR-V 4WD,14,SUV,T,G,44.1,24133,28.8185,138754,30.43,961.8,,,,,,,,,,,,,,,,,
240,HONDA,Honda,Element 2WD,14,SUV,C,G,43.9,21981,28.24518679,17580,28.33,654,,,,,,,,,,,,,,,,,
241,HONDA,Honda,Element 4WD,14,SUV,T,G,43.9,22460,27.28950237,20400,27.36,1424.6,,,,,,,,,,,,,,,,,
242,HONDA,Honda,Fit,8,SMALL STATION WAGONS,C,G,39.5,15550,39.94481931,74486,40.20,-649.9,,,,,,,,,,,,,,,,,
243,HONDA,Honda,Odyssey 2WD,15,MINIVAN,T,G,54.7,32974,25.19955787,135622,24.92,-3068.54,,,,,,,,,,,,,,,,,
244,HONDA,Honda,Pilot 2WD,12,SUV,T,G,51.3,31498,23.5655,31178,24.50,-752.6,,,,,,,,,,,,,,,,,
245,HONDA,Honda,Pilot 4WD,12,SUV,T,G,51.3,32926,21.942,57535,23.67,-550.6,,,,,,,,,,,,,,,,,
246,HONDA,Honda,Ridgeline 4WD,18,STANDARD PICKUP TRUCKS,T,G,47.6,31251,21.3902,43000,21.96,304.24,,,,,,,,,,,,,,,,,
247,GENERAL MOTORS,Hummer,H3 4WD,11,SUV,T,G,50.7,36453,19.13213077,29193,19.98,-62.43470634,,,,,,,,,,,,,,,,,
248,HYUNDAI,Hyundai,Accent,8,COMPACT CARS,C,G,41.4,13646,37.17144961,51562,40.24,-1722.366951,,,,,,,,,,,,,,,,,
249,HYUNDAI,Hyundai,Azera,5,LARGE CARS,C,G,47.05,29704,26.12189214,11462,26.27,-814.8856687,,,,,,,,,,,,,,,,,
250,HYUNDAI,Hyundai,Elantra,9,MIDSIZE CARS,C,G,44,15805,36.63493307,109498,38.73,966.7683599,,,,,,,,,,,,,,,,,
251,HYUNDAI,Hyundai,Santa Fe 2WD,12,SUV,C,G,47.00857137,24152,26.18770427,50569,30.02,2621.45485,,,,,,,,,,,,,,,,,
252,HYUNDAI,Hyundai,Santa Fe 4WD,12,SUV,T,G,47.00857137,27062,24.87093726,26196,29.64,1786.192233,,,,,,,,,,,,,,,,,
253,HYUNDAI,Hyundai,Sonata,10,LARGE CARS,C,G,46.01791667,21521,31.02056815,87456,32.95,635.7733776,,,,,,,,,,,,,,,,,
254,HYUNDAI,Hyundai,Tiburon,7,SUBCOMPACT CARS,C,G,40.8775,19483,28.03711261,10315,28.04,-382.0156083,,,,,,,,,,,,,,,,,
255,HYUNDAI,Hyundai,Tucson 2WD,14,SUV,C,G,44.96423094,19810,27.4153128,17007,33.96,-814.8079203,,,,,,,,,,,,,,,,,
256,HYUNDAI,Hyundai,Tucson 4WD,14,SUV,T,G,44.96423094,24806,24.8765,5481,31.14,-3311.4,,,,,,,,,,,,,,,,,
257,HYUNDAI,Hyundai,Veracruz 2WD,12,SUV,T,G,50.37,31156,23.5845,8174,24.66,-3010.9,,,,,,,,,,,,,,,,,
258,HYUNDAI,Hyundai,Veracruz 4WD,12,SUV,T,G,50.37,32890,22.7473,5090,23.67,-2844.9,,,,,,,,,,,,,,,,,
259,Nissan,Infiniti,EX35,3,SMALL STATION WAGONS,C,G,48.7,35328,24.51947077,15202,24.52,-666.440878,,,,,,,,,,,,,,,,,
260,Nissan,Infiniti,FX35 AWD,11,SUV,T,G,50.88333333,57186,21.4943,9788,23.14,-12886.3,,,,,,,,,,,,,,,,,
261,Nissan,Infiniti,FX35 RWD,11,SUV,C,G,50.88333333,54024,22.9727,5391,23.97,-11224.3,,,,,,,,,,,,,,,,,
262,Nissan,Infiniti,FX45 AWD,11,SUV,T,G,49.16284722,51831,18.6142,395,21.03,7168.7,,,,,,,,,,,,,,,,,
263,Nissan,Infiniti,G37 Coupe,2,SUBCOMPACT CARS,C,G,47.6,36429,26.28836413,29182,26.95,3934.252826,,,,,,,,,,,,,,,,,
264,Nissan,Infiniti,M35,5,LARGE CARS,C,G,49.2,44640,24.0053,7874,25.25,1159.7,,,,,,,,,,,,,,,,,
265,Nissan,Infiniti,M35X,5,LARGE CARS,C,G,49.2,46425,23.1733,6508,23.41,1524.7,,,,,,,,,,,,,,,,,
266,Nissan,Infiniti,M45,5,LARGE CARS,C,G,49.2,51066,22.9377,926,23.04,1083.7,,,,,,,,,,,,,,,,,
267,Nissan,Infiniti,M45X,5,LARGE CARS,C,G,49.2,53616,20.6885,1214,20.69,1033.7,,,,,,,,,,,,,,,,,
268,Nissan,Infiniti,QX56 2WD,11,SUV,T,G,57.75,54024,18.1142,5019,18.26,2675.7,,,,,,,,,,,,,,,,,
269,Nissan,Infiniti,QX56 4WD,11,SUV,T,G,57.75,57186,17.4388,8334,18.02,2613.7,,,,,,,,,,,,,,,,,
270,Tata,Jaguar,Jaguar XJ,5,LARGE CARS,C,G,53.82579682,68385,24.74020075,2670,22.81,25161.78916,,,,,,,,,,,,,,,,,
271,Tata,Jaguar,Jaguar XK,19,SUBCOMPACT CARS,C,G,46.8,77010,24.8205,533,24.04,5140,,,,,,,,,,,,,,,,,
272,Tata,Jaguar,Jaguar XK Convertible,19,SUBCOMPACT CARS,C,G,46.8,83130,24.8205,1009,23.30,5020,,,,,,,,,,,,,,,,,
273,Tata,Jaguar,Jaguar XKR,19,SUBCOMPACT CARS,C,G,46.8,88434,23.067,516,21.97,6716,,,,,,,,,,,,,,,,,
274,Tata,Jaguar,Jaguar XKR Convertible,19,SUBCOMPACT CARS,C,G,46.8,94554,23.067,749,21.97,6596,,,,,,,,,,,,,,,,,
275,Tata,Jaguar,Jaguar X-Type,3,COMPACT CARS,C,G,46.8,36558,23.5888,807,23.67,17919.06655,,,,,,,,,,,,,,,,,
276,Chrysler/Fiat,Jeep,Commander 2WD,12,SUV,T,G,47.60208333,32128,20.08228199,9288,20.68,999.2956142,,,,,,,,,,,,,,,,,
277,Chrysler/Fiat,Jeep,Commander 4WD,12,SUV,T,G,47.60208333,35570,19.66999027,27179,20.27,800.6461522,,,,,,,,,,,,,,,,,
278,Chrysler/Fiat,Jeep,Compass 2WD,14,SUV,C,G,43.06430556,18770,30.52449258,15487,30.06,-49.70944018,,,,,,,,,,,,,,,,,
279,Chrysler/Fiat,Jeep,Compass 4WD,14,SUV,T,G,43.06430556,21216,29.31465039,10660,29.31,-746,,,,,,,,,,,,,,,,,
280,Chrysler/Fiat,Jeep,Grand Cherokee 2WD,11,SUV,T,G,47.19913276,31978,21.51007483,17120,22.20,-1267.542173,,,,,,,,,,,,,,,,,
281,Chrysler/Fiat,Jeep,Grand Cherokee 4WD,11,SUV,T,G,47.22503884,35590,20.5317586,77479,20.79,-2568.95092,,,,,,,,,,,,,,,,,
282,Chrysler/Fiat,Jeep,Liberty 2WD,14,SUV,C,G,44.94513889,23544,23.52706837,21353,23.33,-288.64,,,,,,,,,,,,,,,,,
283,Chrysler/Fiat,Jeep,Liberty 4WD,14,SUV,T,G,44.94513889,25186,22.11234512,69177,21.85,-320.84,,,,,,,,,,,,,,,,,
284,Chrysler/Fiat,Jeep,Patriot 2WD,14,SUV,C,G,43.06430556,18074,30.54350704,34401,30.15,-278.7605913,,,,,,,,,,,,,,,,,
285,Chrysler/Fiat,Jeep,Patriot 4WD,14,SUV,T,G,43.06430556,21092,29.38667456,27094,29.33,-1546.56,,,,,,,,,,,,,,,,,
286,Chrysler/Fiat,Jeep,Wrangler 2WD,13,SUV,C,G,41.00875,24169,21.7975799,5746,21.90,4311.1,,,,,,,,,,,,,,,,,
287,Chrysler/Fiat,Jeep,Wrangler 4WD,13,SUV,T,G,41.00875,22977,21.61873797,114964,21.77,5576.450714,,,,,,,,,,,,,,,,,
288,Kia,Kia,Optima,9,MIDSIZE CARS,C,G,48.2,19195,32.07537029,47198,33.27,1851.235934,,,,,,,,,,,,,,,,,
289,Kia,Kia,Rio,8,COMPACT CARS,C,G,41.3,13690,38.23577513,35014,40.45,104.56,,,,,,,,,,,,,,,,,
290,Kia,Kia,Rondo,9,MIDSIZE STATION WAGONS,C,G,45.13415277,19972,27.51811838,23441,29.13,-2476.023409,,,,,,,,,,,,,,,,,
291,Kia,Kia,Sedona,15,MINIVAN,T,G,54.74354167,24704,23.7736,31800,24.72,-509.4,,,,,,,,,,,,,,,,,
292,Kia,Kia,Sportage 2WD,12,SUV,C,G,46.30486572,17913,27.57875779,26201,28.70,-634.0931261,,,,,,,,,,,,,,,,,
293,Kia,Kia,Sportage 4WD,12,SUV,T,G,46.30486572,23068,24.317792,14468,25.71,-600.9484976,,,,,,,,,,,,,,,,,
294,Volkswagen,Lamborghini,Gallardo,19,COMPACT CARS,C,G,44.31,183651,16.57336424,280,19.02,14349,,,,,,,,,,,,,,,,,
295,Volkswagen,Lamborghini,Gallardo Spyder,19,COMPACT CARS,C,G,44.31,210120,15.55006076,512,19.20,10880,,,,,,,,,,,,,,,,,
296,Volkswagen,Lamborghini,Marcielago,19,MIDSIZE CARS,C,G,47.75135417,319872,13.65797546,156,13.60,34128,,,,,,,,,,,,,,,,,
297,Volkswagen,Lamborghini,Marcielago Roadster,19,MIDSIZE CARS,C,G,47.75135417,351900,13.64047791,132,13.69,30500,,,,,,,,,,,,,,,,,
298,Tata,Land Rover,LR2,11,SUV,T,G,45.98802083,36134,22.7091,14659,22.36,-633.5,,,,,,,,,,,,,,,,,
299,Tata,Land Rover,LR3,11,SUV,T,G,49.97611111,53091,18.4057,7751,18.41,-1041,,,,,,,,,,,,,,,,,
300,Tata,Land Rover,Range Rover,11,SUV,T,G,50.5,65006,18.20374682,14055,18.14,19153.57922,,,,,,,,,,,,,,,,,
301,Tata,Land Rover,Range Rover Sport,19,SUV,T,G,47.5,84377,18.24697678,19119,18.23,-21685.26935,,,,,,,,,,,,,,,,,
302,TOYOTA,Lexus,ES 350,4,MIDSIZE CARS,C,G,46.89566685,35175,28.6873,79585,28.69,0.3,,,,,,,,,,,,,,,,,
303,TOYOTA,Lexus,GS 350,4,MIDSIZE CARS,C,G,47.13958333,45813,28.6658,9851,28.15,-213.3,,,,,,,,,,,,,,,,,
304,TOYOTA,Lexus,GS 350 AWD,4,MIDSIZE CARS,C,G,47.13958333,47802,26.6628,7766,26.66,-252.3,,,,,,,,,,,,,,,,,
305,TOYOTA,Lexus,GS 450H,3,COMPACT CARS,C,G,47.13958333,56778,30.823,768,30.82,671.7,,,,,,,,,,,,,,,,,
306,TOYOTA,Lexus,GS 460,4,MIDSIZE CARS,C,G,47.13958333,54453,25.4158,1645,25.42,-382.7,,,,,,,,,,,,,,,,,
307,TOYOTA,Lexus,GX 470,11,SUV,T,G,47.6,48532,19.6279,22523,21.99,3438.4,,,,,,,,,,,,,,,,,
308,TOYOTA,Lexus,IS 250,2,SUBCOMPACT CARS,C,G,45.10670493,31844,31.39268532,31514,31.27,300.6,,,,,,,,,,,,,,,,,
309,TOYOTA,Lexus,IS 250 AWD,2,SUBCOMPACT CARS,C,G,45.10670493,35547,28.7628,17299,28.76,-1772,,,,,,,,,,,,,,,,,
310,TOYOTA,Lexus,IS 350,2,SUBCOMPACT CARS,C,G,45.10670493,37403,26.5704,6322,28.15,191.6,,,,,,,,,,,,,,,,,
311,TOYOTA,Lexus,IS F,2,SUBCOMPACT CARS,C,G,45.10670493,57120,23.7788,2796,23.78,1340,,,,,,,,,,,,,,,,,
312,TOYOTA,Lexus,LS 460,4,MIDSIZE CARS,C,G,45.10670493,63510,24.5642,21893,24.30,3202.45352,,,,,,,,,,,,,,,,,
313,TOYOTA,Lexus,LS 460 L,4,MIDSIZE CARS,C,G,45.10670493,73710,24.7254,4869,24.22,-1159.899038,,,,,,,,,,,,,,,,,
314,TOYOTA,Lexus,LS 600HL,19,MIDSIZE CARS,C,G,45.10670493,106860,26.9406,2113,26.94,1939.7,,,,,,,,,,,,,,,,,
315,TOYOTA,Lexus,LX 570,11,SUV,T,G,50.3,76056,18.3211,6780,18.32,848.7,,,,,,,,,,,,,,,,,
316,TOYOTA,Lexus,RX 350 2WD,11,SUV,C,G,46.2,38928,25.7193,35488,26.98,-1303.3,,,,,,,,,,,,,,,,,
317,TOYOTA,Lexus,RX 350 4WD,11,SUV,T,G,46.2,40356,24.6127,54007,26.52,-1331.3,,,,,,,,,,,,,,,,,
318,TOYOTA,Lexus,RX 400H 2WD,11,SUV,C,G,46.4,42784,34.1139,6012,40.36,-98.9,,,,,,,,,,,,,,,,,
319,TOYOTA,Lexus,RX 400H 4WD,11,SUV,T,G,46.4,44212,33.4232,20020,38.56,63.1,,,,,,,,,,,,,,,,,
320,TOYOTA,Lexus,SC 430,2,SUBCOMPACT CARS,C,G,43.50072949,67544,24.1927,2807,24.19,860.6,,,,,,,,,,,,,,,,,
321,Ford,Lincoln,MKX AWD,11,SUV,T,G,50.59416667,38602,22.9313,19528,24.60,2093.1,,,,,,,,,,,,,,,,,
322,Ford,Lincoln,MKX FWD,11,SUV,C,G,50.59416667,36817,24.1996,17356,25.91,2028.1,,,,,,,,,,,,,,,,,
323,Ford,Lincoln,MKZ AWD,4,MIDSIZE CARS,C,G,46.07964814,33828,25.5332,9144,24.83,2326.7,,,,,,,,,,,,,,,,,
324,Ford,Lincoln,MKZ FWD,4,MIDSIZE CARS,C,G,46.07964814,31921,27.3071,23313,26.83,2304.1,,,,,,,,,,,,,,,,,
325,Ford,Lincoln,Navigator 2WD,11,SUV,T,G,55.37287645,49628,18.362,7097,20.20,5321.9,,,,,,,,,,,,,,,,,
326,Ford,Lincoln,Town Car,5,LARGE CARS,C,G,52.76827532,45520,22.44661282,12300,24.73,-636.9703726,,,,,,,,,,,,,,,,,
327,Chrysler/Fiat,Maserati,Granturismo,19,LARGE CARS,C,G,50.26041667,112200,19.3,1465,18.62,15722.14358,,,,,,,,,,,,,,,,,
328,Chrysler/Fiat,Maserati,Quattroporte,19,LARGE CARS,C,G,52.385625,117045,17.6,1196,17.72,7468.959391,,,,,,,,,,,,,,,,,
329,Daimler,Maybach,57 S,19,LARGE CARS,C,G,61.465625,387600,15.3,57,15.21,17400,,,,,,,,,,,,,,,,,
330,Mazda,Mazda,CX-7 2WD,12,SUV,C,G,47.8,26294,24.892,20000,29.32,-3324.171006,,,,,,,,,,,,,,,,,
331,Mazda,Mazda,CX-7 4WD,12,SUV,T,G,47.8,28096,23.9919,13134,25.14,-445.9,,,,,,,,,,,,,,,,,
332,Mazda,Mazda,CX-9 2WD,12,SUV,C,G,51,32692,22.1503,17203,23.28,-1967.02,,,,,,,,,,,,,,,,,
333,Mazda,Mazda,CX-9 4WD,11,SUV,T,G,51,34018,23.5361,18830,22.18,-1893.02,,,,,,,,,,,,,,,,,
